Product ID,Type,Air Temp [K],Process Temp [K],Rotational Speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
L50024,L,300.3,309.2,1650,35.2,196,0,No Failure
L50025,L,300.3,309.2,1398,54.4,198,0,No Failure
L50026,L,300.3,309.2,1412,44.8,200,0,No Failure
L50027,L,300.4,309.3,1525,39.6,202,0,No Failure
M17708,M,300.3,309.3,1391,57.9,204,0,No Failure
L50029,L,300.4,309.3,1766,28.2,207,0,No Failure
L50030,L,300.4,309.3,1671,35,209,0,No Failure
L50031,L,300.5,309.3,1373,48.8,211,0,No Failure
M17712,M,300.5,309.4,1347,50.1,213,0,No Failure
M17713,M,300.5,309.3,1539,39.1,216,0,No Failure
L50034,L,300.5,309.3,1470,40.8,219,0,No Failure
L50035,L,300.5,309.3,1528,37,221,0,No Failure
H32270,H,300.5,309.3,1471,45.2,223,0,No Failure
M17717,M,300.4,309.2,1528,37.2,228,0,No Failure
L50038,L,300.5,309.3,1417,51.5,231,1,Overstrain Failure
L50039,L,300.6,309.4,1549,43.4,233,0,No Failure
H32274,H,300.6,309.4,1463,49.2,235,0,No Failure
L50041,L,300.7,309.5,1479,43.6,240,0,No Failure
L50042,L,300.6,309.5,1867,23,242,0,No Failure
L50043,L,300.6,309.4,1471,44.1,244,0,No Failure
H32278,H,300.6,309.4,1380,47.6,246,1,Tool Wear Failure
H32279,H,300.7,309.7,1623,32.7,0,0,No Failure
L50046,L,300.8,309.7,1997,20.7,5,0,No Failure
H32281,H,300.7,309.6,1390,48.5,7,0,No Failure
L50048,L,300.8,309.7,1418,46.6,12,0,No Failure
L50049,L,300.8,309.7,1519,35.8,14,0,No Failure
M17730,M,300.8,309.7,1519,39.7,16,0,No Failure
M17731,M,300.7,309.6,1536,37.2,19,0,No Failure
L50052,L,300.8,309.6,1680,28.7,22,0,No Failure
H32287,H,300.6,309.4,1555,37.9,24,0,No Failure
L50054,L,300.6,309.5,1471,49.6,29,0,No Failure
M17735,M,300.5,309.4,1877,23.8,31,0,No Failure
M17736,M,300.5,309.3,1578,30.5,34,0,No Failure
M17737,M,300.5,309.4,1655,32.1,37,0,No Failure
H32292,H,300.5,309.4,1502,34.3,40,0,No Failure
M17739,M,300.6,309.4,1367,63.2,45,1,Power Failure
L50060,L,300.7,309.5,1541,37.2,48,0,No Failure
M17741,M,300.6,309.6,1588,37,50,0,No Failure
L50062,L,300.6,309.6,1684,32.8,53,0,No Failure
L50063,L,300.6,309.5,1437,40,55,0,No Failure
L50064,L,300.6,309.6,1409,42.4,57,0,No Failure
M17745,M,300.5,309.5,1320,49.9,59,0,No Failure
H32300,H,300.5,309.5,1635,34.2,62,0,No Failure
M17747,M,300.5,309.5,1691,27.6,67,0,No Failure
M17748,M,300.6,309.6,1365,50,70,0,No Failure
M17749,M,300.7,309.7,1523,38.2,73,0,No Failure
L50070,L,300.6,309.7,1593,32.4,76,0,No Failure
L50071,L,300.6,309.6,1682,30.7,78,0,No Failure
L50072,L,300.7,309.6,1329,54.3,80,0,No Failure
M17753,M,300.7,309.6,1568,35.2,82,0,No Failure
L50074,L,300.7,309.6,1733,24.8,85,0,No Failure
M17755,M,300.7,309.6,1473,48.1,87,0,No Failure
M17756,M,300.7,309.5,1633,31.3,90,0,No Failure
M17757,M,300.6,309.5,1530,40.2,93,0,No Failure
M17758,M,300.6,309.5,1550,40.2,96,0,No Failure
L50079,L,300.6,309.4,1410,40.6,99,0,No Failure
L50080,L,300.5,309.3,1574,33.5,101,0,No Failure
L50081,L,300.6,309.4,1425,40.3,103,0,No Failure
M17762,M,300.6,309.4,1541,35.2,105,0,No Failure
M17763,M,300.7,309.5,1733,26.7,108,0,No Failure
L50084,L,300.6,309.4,2496,13.5,111,0,No Failure
L50085,L,300.6,309.4,1552,36.4,113,0,No Failure
L50086,L,300.6,309.3,1409,38.7,115,0,No Failure
M17767,M,300.6,309.4,1581,35.7,117,0,No Failure
L50088,L,300.7,309.5,1251,59.9,120,0,No Failure
L50089,L,300.7,309.6,1500,44.1,122,0,No Failure
L50090,L,300.6,309.5,1576,38.8,124,0,No Failure
M17771,M,300.7,309.5,1352,44,126,0,No Failure
L50092,L,300.7,309.6,1661,30.3,129,0,No Failure
L50093,L,300.7,309.6,1541,34.6,131,0,No Failure
H32328,H,300.6,309.6,1888,20.5,133,0,No Failure
L50095,L,300.5,309.5,1255,62.1,138,0,No Failure
L50096,L,300.6,309.6,1411,41.6,140,0,No Failure
L50097,L,300.6,309.5,1516,39,142,0,No Failure
M17778,M,300.6,309.5,1492,34,144,0,No Failure
L50099,L,300.6,309.6,1726,30,147,0,No Failure
L50100,L,300.7,309.7,1598,33.7,149,0,No Failure
L50101,L,300.8,309.8,1657,31.1,151,0,No Failure
L50102,L,300.8,309.7,1481,38.1,153,0,No Failure
M17783,M,300.7,309.7,1397,51.3,155,0,No Failure
L50104,L,300.8,309.7,1461,44.3,158,0,No Failure
M17785,M,300.7,309.6,1388,51.1,160,0,No Failure
L50106,L,300.7,309.7,1507,52.4,163,0,No Failure
M17787,M,300.7,309.6,1421,49.8,165,0,No Failure
M17788,M,300.8,309.7,1258,54.9,168,0,No Failure
M17789,M,300.8,309.7,1482,39,171,0,No Failure
H32344,H,300.7,309.6,1403,51.3,174,0,No Failure
L50111,L,300.8,309.7,1373,45.4,179,0,No Failure
L50112,L,300.9,309.7,1460,42.1,181,0,No Failure
M17793,M,300.8,309.7,1751,27.9,183,0,No Failure
M17794,M,300.8,309.6,1546,42.3,186,0,No Failure
M17795,M,300.8,309.7,1680,28.2,189,0,No Failure
M17796,M,300.9,309.7,1394,48.8,192,0,No Failure
L50117,L,300.7,309.6,1810,26,195,0,No Failure
L50118,L,300.7,309.5,1479,34.5,197,0,No Failure
L50119,L,300.9,309.7,1431,41.4,199,0,No Failure
L50120,L,300.9,309.7,2355,14.4,201,0,No Failure
M17801,M,300.7,309.6,1996,19.8,203,1,Tool Wear Failure
L50122,L,300.7,309.5,1461,49.9,0,0,No Failure
H32357,H,300.7,309.5,2007,19.7,2,0,No Failure
L50124,L,300.7,309.6,1505,34.9,7,0,No Failure
H32359,H,300.7,309.6,1925,20.5,9,0,No Failure
M17806,M,300.7,309.5,1622,30.5,14,0,No Failure
L50127,L,300.7,309.5,1592,29,17,0,No Failure
L50128,L,300.7,309.5,1850,24.5,19,0,No Failure
M17809,M,300.7,309.5,1470,48.7,21,0,No Failure
M17810,M,300.7,309.5,1445,46.4,24,0,No Failure
L50131,L,300.7,309.5,1685,31.1,27,0,No Failure
H32366,H,300.7,309.5,1667,30.5,29,0,No Failure
L50133,L,300.7,309.5,1578,35.4,34,0,No Failure
H32368,H,300.6,309.4,1691,28,36,0,No Failure
M17815,M,300.7,309.5,1439,43.8,41,0,No Failure
M17816,M,300.8,309.6,1404,38.7,44,0,No Failure
L50137,L,300.8,309.6,1498,45.8,47,0,No Failure
M17818,M,300.8,309.5,1481,44.5,49,0,No Failure
M17819,M,300.7,309.4,1589,35,52,0,No Failure
L50140,L,300.7,309.5,1467,44.3,55,0,No Failure
L50141,L,300.6,309.4,1654,32.8,57,0,No Failure
L50142,L,300.7,309.5,1508,39.9,59,0,No Failure
M17823,M,300.7,309.6,1439,43,61,0,No Failure
L50144,L,300.7,309.5,1692,30.3,64,0,No Failure
M17825,M,300.7,309.5,1838,24.9,66,0,No Failure
L50146,L,300.6,309.3,1601,40.2,69,0,No Failure
L50147,L,300.6,309.4,1369,51.6,71,0,No Failure
M17828,M,300.6,309.4,1312,45.2,73,0,No Failure
L50149,L,300.6,309.4,1468,44.1,76,0,No Failure
M17830,M,300.6,309.4,1452,39.4,78,0,No Failure
M17831,M,300.7,309.5,1393,43.9,81,0,No Failure
M17832,M,300.6,309.4,1432,44.2,84,0,No Failure
M17833,M,300.6,309.3,1510,46,87,0,No Failure
M17834,M,300.6,309.4,1521,37.2,90,0,No Failure
H32389,H,300.5,309.4,1360,46.2,93,0,No Failure
M17836,M,300.5,309.3,1881,25.5,98,0,No Failure
L50157,L,300.4,309.3,1413,50.3,101,0,No Failure
H32392,H,300.5,309.4,1642,36.2,103,0,No Failure
L50159,L,300.5,309.5,1542,38.5,108,0,No Failure
L50160,L,300.4,309.5,1447,39.3,110,0,No Failure
H32395,H,300.4,309.4,1530,40.4,112,0,No Failure
L50162,L,300.5,309.5,1795,27.7,117,0,No Failure
L50163,L,300.6,309.6,1290,57.4,119,0,No Failure
L50164,L,300.6,309.7,1639,30.4,121,0,No Failure
L50165,L,300.7,309.8,1596,31.5,123,0,No Failure
L50166,L,300.6,309.8,1455,48,125,0,No Failure
M17847,M,300.6,309.8,1659,28.9,127,0,No Failure
M17848,M,300.6,309.8,1532,42.5,130,0,No Failure
L50169,L,300.6,309.8,1502,42.4,133,0,No Failure
L50170,L,300.6,309.8,1688,28.6,135,0,No Failure
M17851,M,300.5,309.7,1341,50.9,137,0,No Failure
M17852,M,300.5,309.7,1685,29.4,140,0,No Failure
M17853,M,300.5,309.8,1370,55.9,143,0,No Failure
L50174,L,300.5,309.8,1461,52.5,146,0,No Failure
L50175,L,300.5,309.8,1550,37.4,148,0,No Failure
M17856,M,300.5,309.8,1508,37.8,150,0,No Failure
L50177,L,300.5,309.8,1345,62.7,153,0,No Failure
L50178,L,300.5,309.7,1616,34.5,155,0,No Failure
L50179,L,300.5,309.7,1395,61,157,0,No Failure
H32414,H,300.5,309.8,1324,72.8,159,1,Power Failure
L50181,L,300.5,309.8,1445,43.9,164,0,No Failure
M17862,M,300.5,309.8,1555,38.9,166,0,No Failure
M17863,M,300.6,309.9,1449,42.4,169,0,No Failure
M17864,M,300.5,309.9,1466,53.2,172,0,No Failure
L50185,L,300.5,309.9,1503,37.4,175,0,No Failure
L50186,L,300.4,309.7,1488,35.7,177,0,No Failure
L50187,L,300.4,309.7,1314,50.2,179,0,No Failure
M17868,M,300.4,309.7,1547,38,181,0,No Failure
M17869,M,300.4,309.7,1466,39.8,184,0,No Failure
L50190,L,300.3,309.6,1537,37.1,187,0,No Failure
M17871,M,300.2,309.5,1434,51.5,189,0,No Failure
L50192,L,300.4,309.6,1432,44.7,192,0,No Failure
L50193,L,300.5,309.6,1390,48.4,194,0,No Failure
L50194,L,300.5,309.7,1580,42.8,196,0,No Failure
L50195,L,300.5,309.7,1589,30.5,198,0,No Failure
L50196,L,300.5,309.8,1441,48.8,200,0,No Failure
L50197,L,300.5,309.8,1305,51.7,202,0,No Failure
M17878,M,300.5,309.8,1566,35.9,204,0,No Failure
L50199,L,300.5,309.8,1379,54.2,207,1,Overstrain Failure
L50200,L,300.4,309.6,1543,38.1,209,0,No Failure
L50201,L,300.5,309.8,1421,49.6,211,0,No Failure
L50202,L,300.5,309.6,1760,30.6,213,0,No Failure
L50203,L,300.4,309.5,1711,29.2,215,0,No Failure
L50204,L,300.5,309.6,1465,41.6,217,0,No Failure
L50205,L,300.5,309.6,1366,50.2,219,0,No Failure
M17886,M,300.4,309.5,1888,21.9,221,0,No Failure
L50207,L,300.5,309.5,1777,23.6,0,0,No Failure
L50208,L,300.5,309.5,1379,55.6,2,0,No Failure
L50209,L,300.4,309.5,1525,51.3,4,0,No Failure
M17890,M,300.4,309.6,1563,34,6,0,No Failure
M17891,M,300.5,309.7,1389,43.3,9,0,No Failure
M17892,M,300.6,309.8,1447,42.9,12,0,No Failure
M17893,M,300.6,309.7,1934,22.8,15,0,No Failure
H32448,H,300.6,309.7,1470,43.8,18,0,No Failure
M17895,M,300.6,309.7,1428,42.6,23,0,No Failure
L50216,L,300.4,309.6,1319,48.1,26,0,No Failure
L50217,L,300.5,309.7,1887,24.3,28,0,No Failure
L50218,L,300.4,309.5,1349,50.4,30,0,No Failure
M17899,M,300.3,309.5,1665,31.4,32,0,No Failure
L50220,L,300.3,309.5,1474,38.7,35,0,No Failure
L50221,L,300.4,309.5,1543,38.9,37,0,No Failure
M17902,M,300.2,309.4,1459,43.9,39,0,No Failure
L50223,L,300.3,309.5,1551,37.9,42,0,No Failure
L50224,L,300.2,309.4,1981,21.4,44,0,No Failure
L50225,L,300.2,309.4,1526,35.3,46,0,No Failure
M17906,M,300.2,309.4,1501,40,48,0,No Failure
L50227,L,300.2,309.4,1558,38.3,51,0,No Failure
L50228,L,300.2,309.3,1532,43.2,53,0,No Failure
L50229,L,300.1,309.2,1326,55.9,55,0,No Failure
L50230,L,300.2,309.2,1431,51.3,57,0,No Failure
L50231,L,300.2,309.3,1366,49.3,59,0,No Failure
L50232,L,300.1,309.2,1421,42.5,61,0,No Failure
H32467,H,300.2,309.3,1506,35.6,63,0,No Failure
H32468,H,300.2,309.3,1342,48.7,68,0,No Failure
L50235,L,300.1,309.2,1427,37.6,73,0,No Failure
L50236,L,300.2,309.2,1667,29.9,75,0,No Failure
L50237,L,300.1,309.1,1400,46.7,77,0,No Failure
L50238,L,300,309,1709,32.1,79,0,No Failure
M17919,M,300,309,1368,45.8,81,0,No Failure
L50240,L,300,309.1,1882,23.8,84,0,No Failure
L50241,L,300.1,309.1,1353,58.7,86,0,No Failure
L50242,L,299.9,309,1553,40,88,0,No Failure
L50243,L,300,309.1,1431,45.4,90,0,No Failure
M17924,M,300.1,309.1,1731,30.4,92,0,No Failure
M17925,M,300.1,309.2,1687,27.7,95,0,Random Failures
M17926,M,300.1,309.2,1457,44.3,98,0,No Failure
L50247,L,300.1,309.2,1533,37,101,0,No Failure
H32482,H,300,309,1622,31.8,103,0,No Failure
L50249,L,300,309.1,1791,28.2,108,0,No Failure
L50250,L,300,309.1,1631,28.3,110,0,No Failure
L50251,L,300,309,2174,16.9,112,0,No Failure
L50252,L,300.1,309,1314,58.2,114,0,No Failure
L50253,L,300.1,309.1,1478,46.9,116,0,No Failure
L50254,L,300.1,309.2,1783,27.3,118,0,No Failure
M17935,M,300.1,309.2,1385,46.1,120,0,No Failure
L50256,L,300,309.2,1444,43.6,123,0,No Failure
L50257,L,300.1,309.3,1841,23,125,0,No Failure
M17938,M,300.1,309.4,1349,56.2,127,0,No Failure
L50259,L,300.1,309.3,1340,56,130,0,No Failure
M17940,M,299.9,309.2,1539,43.2,132,0,No Failure
M17941,M,300,309.3,1932,21.8,135,0,No Failure
M17942,M,300,309.3,1407,43.9,138,0,No Failure
L50263,L,300.1,309.3,1712,28.5,141,0,No Failure
H32498,H,300.1,309.4,1329,55.2,143,0,No Failure
L50265,L,300.1,309.2,1441,42.9,148,0,No Failure
L50266,L,300,309.2,1610,32.1,150,0,No Failure
M17947,M,300,309.1,1474,45.2,152,0,No Failure
M17948,M,300,309.1,1624,30.8,155,0,No Failure
H32503,H,300.1,309.3,1520,38.2,158,0,No Failure
H32504,H,300.1,309.3,1448,45.8,163,0,No Failure
L50271,L,300,309.3,1558,29.7,168,0,No Failure
M17952,M,300,309.3,2293,16.3,170,0,No Failure
L50273,L,300,309.3,1397,51.2,173,0,No Failure
L50274,L,300,309.3,1972,22,175,0,No Failure
M17955,M,299.9,309.2,1574,36.5,177,0,No Failure
L50276,L,299.9,309.2,1560,38.9,180,0,No Failure
M17957,M,299.9,309.2,1353,49.8,182,0,No Failure
M17958,M,299.9,309.2,1389,51.2,185,0,No Failure
M17959,M,299.9,309.1,1513,43.8,188,0,No Failure
L50280,L,299.8,309.1,1578,42.1,191,0,No Failure
H32515,H,299.8,309,1467,37.3,193,0,No Failure
L50282,L,299.9,309.1,1412,48.3,198,0,No Failure
L50283,L,299.8,309.1,1668,30.3,200,0,No Failure
M17964,M,299.8,309.2,1678,29.8,202,0,No Failure
L50285,L,299.8,309.1,1612,35.4,205,0,No Failure
L50286,L,299.8,309.1,1485,39.9,207,0,No Failure
M17967,M,299.8,309.1,1456,39.4,209,0,No Failure
L50288,L,299.8,309.2,1504,38.7,212,0,No Failure
L50289,L,299.9,309.2,1491,44.3,214,0,No Failure
H32524,H,299.9,309.2,1525,33.2,0,0,No Failure
L50291,L,300,309.2,1759,27.9,5,0,No Failure
M17972,M,299.8,309.1,1355,56.7,7,0,No Failure
M17973,M,299.9,309.1,1345,56.8,10,0,No Failure
M17974,M,299.9,309.2,1683,30.5,13,0,No Failure
L50295,L,299.9,309.2,1658,34.8,16,0,No Failure
L50296,L,300,309.2,1566,34.4,18,0,No Failure
M17977,M,300.1,309.3,1469,43.9,20,0,No Failure
M17978,M,300.2,309.5,1458,46.9,23,0,No Failure
L50299,L,300.1,309.4,1858,23.6,26,0,No Failure
H32534,H,300.1,309.4,1563,40.8,28,0,No Failure
L50301,L,300.1,309.4,2141,17.9,33,0,No Failure
L50302,L,300,309.3,1473,46,35,0,No Failure
H32537,H,300,309.4,1498,38.5,37,0,No Failure
L50304,L,300.1,309.4,1568,39.7,42,0,No Failure
L50305,L,300.1,309.4,1694,27.4,44,0,No Failure
L50306,L,300,309.4,1499,35.7,46,0,No Failure
L50307,L,300,309.5,1717,28.3,48,0,No Failure
M17988,M,300.1,309.5,1462,42.8,50,0,No Failure
L50309,L,300.1,309.6,1642,34.5,53,0,No Failure
L50310,L,300.1,309.6,1760,25.4,55,0,No Failure
L50311,L,300.1,309.5,1660,32.7,57,0,No Failure
L50312,L,300.1,309.5,1557,40.6,59,0,No Failure
H32547,H,300.2,309.6,1442,49.2,61,0,No Failure
L50314,L,300.2,309.6,1359,51.5,66,0,No Failure
L50315,L,300.4,309.8,1342,52.5,68,0,No Failure
L50316,L,300.4,309.9,1435,54.8,70,0,No Failure
L50317,L,300.4,309.9,1567,36.5,72,0,No Failure
L50318,L,300.4,309.9,1376,43.5,74,0,No Failure
H32553,H,300.4,309.9,1513,38.7,76,0,No Failure
H32554,H,300.4,309.9,2563,12.8,81,1,Power Failure
L50321,L,300.5,310,1521,45.1,86,0,No Failure
L50322,L,300.6,310,1658,34.7,88,0,No Failure
H32557,H,300.6,310,1419,42.4,90,0,No Failure
M18004,M,300.6,310,1478,36.3,95,0,No Failure
M18005,M,300.5,310,1415,43.5,98,0,No Failure
M18006,M,300.5,309.9,1780,26.5,101,0,No Failure
M18007,M,300.4,309.7,1440,42.8,104,0,No Failure
H32562,H,300.4,309.8,1448,39.7,107,0,No Failure
H32563,H,300.4,309.7,1500,35.2,112,0,No Failure
L50330,L,300.4,309.8,1513,32.9,117,0,No Failure
L50331,L,300.5,309.8,1428,43.8,119,0,No Failure
M18012,M,300.5,309.8,1473,42.3,121,0,No Failure
M18013,M,300.5,309.9,1483,49.3,124,0,No Failure
L50334,L,300.4,309.7,1534,42.5,127,0,No Failure
L50335,L,300.5,309.8,1367,54,129,0,No Failure
L50336,L,300.4,309.7,1467,36.9,131,0,No Failure
M18017,M,300.4,309.7,1488,42.2,133,0,No Failure
L50338,L,300.4,309.7,1679,30.1,136,0,No Failure
H32573,H,300.4,309.8,1409,47.5,138,0,No Failure
M18020,M,300.4,309.7,1367,51.2,143,0,No Failure
L50341,L,300.4,309.8,1314,63.1,146,0,No Failure
L50342,L,300.5,309.9,1480,40,148,0,No Failure
L50343,L,300.4,309.8,1549,38.9,150,0,No Failure
L50344,L,300.4,309.7,1685,31.3,152,0,No Failure
L50345,L,300.4,309.6,1536,34.5,154,0,No Failure
M18026,M,300.4,309.7,1539,37.7,156,0,No Failure
L50347,L,300.4,309.7,1384,45.1,159,0,No Failure
M18028,M,300.4,309.6,1614,30.3,161,0,No Failure
M18029,M,300.4,309.6,1675,35.5,164,0,No Failure
M18030,M,300.4,309.7,1685,32.3,167,0,No Failure
L50351,L,300.4,309.6,1386,56.9,170,0,No Failure
M18032,M,300.3,309.6,1488,41.3,172,0,No Failure
L50353,L,300.3,309.6,1624,32.6,175,0,No Failure
L50354,L,300.3,309.6,1600,34.6,177,0,No Failure
L50355,L,300.3,309.6,1468,44.7,179,0,No Failure
L50356,L,300.3,309.6,1435,45.4,181,0,No Failure
M18037,M,300.2,309.5,1564,33.4,183,0,No Failure
M18038,M,300.2,309.4,1329,53.6,186,0,No Failure
L50359,L,300.1,309.3,1570,36.8,189,0,No Failure
M18040,M,300.2,309.4,1433,48.8,191,0,No Failure
L50361,L,300.2,309.4,1527,37,194,0,No Failure
M18042,M,300.1,309.3,1443,50.3,196,0,No Failure
L50363,L,300.1,309.3,1616,32,199,0,No Failure
L50364,L,300.1,309.3,1654,31,201,0,No Failure
L50365,L,300.1,309.3,1685,27.1,203,0,No Failure
M18046,M,300.2,309.4,1456,48.8,205,0,No Failure
M18047,M,300.2,309.4,1752,27.8,208,0,No Failure
M18048,M,300.1,309.2,1438,51,211,0,No Failure
L50369,L,300.1,309.1,1551,33.7,214,0,No Failure
L50370,L,300.1,309.2,1599,30.1,216,0,No Failure
M18051,M,300.1,309.2,1732,33.7,218,0,No Failure
M18052,M,300.1,309.2,1418,39.8,221,0,No Failure
L50373,L,300,309.1,1401,44.5,0,0,No Failure
L50374,L,300,309,1454,51.7,2,0,No Failure
M18055,M,300,309.2,1635,32.4,4,0,No Failure
L50376,L,300,309.1,1489,40.3,7,0,No Failure
L50377,L,300,309.1,1465,40.6,9,0,No Failure
M18058,M,300,309.1,1463,45.7,11,0,No Failure
H32613,H,300.1,309.1,1560,35.4,14,0,No Failure
M18060,M,300.1,309.2,1454,44.4,19,0,No Failure
L50381,L,300.2,309.1,1479,47,22,0,No Failure
L50382,L,300.2,309.2,1430,43.4,24,0,No Failure
M18063,M,300.1,309.1,1533,38,26,0,No Failure
L50384,L,300.1,309,1404,54.8,29,0,No Failure
M18065,M,300.1,308.9,1548,38.4,31,0,No Failure
M18066,M,300.1,309,1612,33,34,0,No Failure
M18067,M,300.2,309,1642,31.2,37,0,No Failure
M18068,M,300.2,309.1,1406,42.2,40,0,No Failure
L50389,L,300.3,309.2,1587,31.4,43,0,No Failure
M18070,M,300.3,309.2,1364,47.6,45,0,No Failure
L50391,L,300.3,309.2,1462,51.4,48,0,No Failure
L50392,L,300.3,309.2,1649,32.4,50,0,No Failure
L50393,L,300.4,309.2,1752,29,52,0,No Failure
H32628,H,300.4,309.3,1396,51.2,54,0,No Failure
M18075,M,300.5,309.4,2179,16.3,59,0,No Failure
L50396,L,300.5,309.5,1653,27.6,62,0,No Failure
L50397,L,300.6,309.5,2025,21.4,64,0,No Failure
L50398,L,300.6,309.6,1426,53.6,66,0,No Failure
M18079,M,300.6,309.6,1503,38.4,68,0,No Failure
M18080,M,300.7,309.6,1525,36.5,71,0,No Failure
L50401,L,300.6,309.6,1423,49.1,74,0,No Failure
M18082,M,300.7,309.7,1435,44.7,76,0,No Failure
H32637,H,300.6,309.5,1495,36.5,79,0,No Failure
M18084,M,300.6,309.5,1557,33.8,84,0,No Failure
L50405,L,300.6,309.4,1474,40.7,87,0,No Failure
L50406,L,300.5,309.3,1465,46,89,0,No Failure
M18087,M,300.5,309.3,1589,34.9,91,0,No Failure
L50408,L,300.5,309.3,1475,46.8,94,0,No Failure
L50409,L,300.6,309.4,1442,43.2,96,0,No Failure
L50410,L,300.6,309.4,1556,36,98,0,No Failure
L50411,L,300.7,309.3,1425,45.3,100,0,No Failure
L50412,L,300.7,309.3,1580,38.3,102,0,No Failure
H32647,H,300.8,309.4,1474,40.7,104,0,No Failure
L50414,L,300.8,309.4,1489,38.4,109,0,No Failure
L50415,L,300.8,309.4,1946,20.5,111,0,No Failure
M18096,M,300.8,309.4,1342,62.4,113,1,Heat Dissipation Failure
M18097,M,300.9,309.5,1758,26.8,116,0,No Failure
M18098,M,300.9,309.4,1724,25.6,119,0,No Failure
L50419,L,301,309.5,1430,48.5,122,0,No Failure
L50420,L,300.9,309.5,1612,35.2,124,0,No Failure
H32655,H,300.9,309.5,1469,43.4,126,0,No Failure
L50422,L,300.9,309.6,1384,42.4,131,0,No Failure
L50423,L,301,309.6,1724,28.1,133,0,No Failure
M18104,M,301,309.6,1397,48,135,0,No Failure
M18105,M,301,309.6,1588,32.7,138,0,No Failure
L50426,L,301,309.7,1468,42,141,0,No Failure
M18107,M,301,309.8,1594,31.1,143,0,No Failure
M18108,M,301,309.7,1511,39.3,146,0,No Failure
L50429,L,301.1,309.8,1493,38.9,149,0,No Failure
H32664,H,301.2,309.8,1709,27,151,0,No Failure
L50431,L,301.1,309.6,1501,36.1,156,0,No Failure
L50432,L,301.1,309.7,1668,30.8,158,0,No Failure
L50433,L,301.1,309.6,1502,48.9,160,0,No Failure
M18114,M,301,309.7,1288,58.4,162,0,No Failure
L50435,L,301,309.7,1491,42.9,165,0,No Failure
L50436,L,301.1,309.8,1519,39.6,167,0,No Failure
L50437,L,301.2,309.9,1984,19.7,169,0,No Failure
L50438,L,301.2,309.9,1643,32.9,171,0,No Failure
M18119,M,301.2,310,1625,31.6,173,0,No Failure
M18120,M,301.3,310,2068,17.8,176,0,No Failure
H32675,H,301.3,310.1,1469,39.7,179,0,No Failure
L50442,L,301.3,310.1,1558,36.3,184,0,No Failure
L50443,L,301.3,310,1344,54.8,186,0,No Failure
H32678,H,301.3,310.1,1455,44.1,188,0,No Failure
L50445,L,301.3,310.1,1355,53.6,193,0,No Failure
L50446,L,301.3,310.1,1269,56.8,195,1,Overstrain Failure
L50447,L,301.3,310,1550,41.5,197,0,No Failure
M18128,M,301.3,310.1,1525,37.8,199,0,No Failure
M18129,M,301.3,310,1696,32.4,202,0,No Failure
L50450,L,301.4,310.1,1937,21.8,205,0,No Failure
M18131,M,301.4,310,1689,32.1,207,0,No Failure
M18132,M,301.3,310,1593,30.8,210,0,No Failure
M18133,M,301.3,309.9,1565,36,213,0,No Failure
L50454,L,301.3,310,1665,31.4,0,0,No Failure
H32689,H,301.3,310,1532,36.3,2,0,No Failure
L50456,L,301.3,310,1438,40.9,7,0,No Failure
L50457,L,301.3,310.1,1531,41.6,9,0,No Failure
L50458,L,301.3,310,1506,40.8,11,0,No Failure
L50459,L,301.2,309.9,1382,52.4,13,0,No Failure
M18140,M,301.2,309.9,1456,50.8,15,0,No Failure
M18141,M,301.2,310,1445,45.6,18,0,No Failure
L50462,L,301.2,309.9,1515,40.9,21,0,No Failure
L50463,L,301.2,309.9,1449,45.5,23,0,No Failure
H32698,H,301.2,309.9,1362,50.7,25,0,No Failure
L50465,L,301.2,309.9,1687,29.7,30,0,No Failure
L50466,L,301.2,310,1618,37.6,32,0,No Failure
M18147,M,301.2,310.1,1558,32.6,34,0,No Failure
L50468,L,301.3,310.1,1662,31,37,0,No Failure
M18149,M,301.2,310.1,1295,56.6,39,0,No Failure
L50470,L,301.2,310.2,1385,42.3,42,0,No Failure
M18151,M,301.2,310.1,1479,45.5,44,0,No Failure
L50472,L,301.3,310.3,1400,44.3,47,0,No Failure
M18153,M,301.2,310.3,1357,54.5,49,0,No Failure
L50474,L,301.1,310.2,1657,34.1,52,0,No Failure
L50475,L,301.1,310.2,1496,43.4,54,0,No Failure
M18156,M,301.2,310.3,1379,43.2,56,0,No Failure
L50477,L,301.2,310.3,1548,38.6,59,0,No Failure
L50478,L,301.2,310.3,1499,38.1,61,0,No Failure
L50479,L,301.3,310.5,1390,45.8,63,0,No Failure
H32714,H,301.3,310.4,1538,38.4,65,0,No Failure
L50481,L,301.3,310.5,1365,47.7,70,0,No Failure
L50482,L,301.3,310.5,1503,48.6,72,0,No Failure
L50483,L,301.2,310.4,1390,49.9,74,0,No Failure
L50484,L,301.2,310.3,1497,45.7,76,0,No Failure
M18165,M,301.3,310.4,1577,48.3,78,0,No Failure
L50486,L,301.4,310.5,1432,54.3,81,0,No Failure
M18167,M,301.4,310.5,1563,39.9,83,0,No Failure
